Index	NumberPSM	Gene	MaxPepProb	ReferenceIntensity	sample-01	sample-02	sample-03	sample-04	sample-05	sample-06	sample-07	sample-08	sample-09	sample-10	sample-11	sample-12	sample-13	sample-14	sample-15	sample-16
Q80X80	2	C2cd2l	0.9979	17.75696856742624	17.53957081628174	17.450976237055716	18.202146028644236	18.13964480105657	17.76090345959007	17.928270889567017	16.915960043627763	17.596618614915773	NA	NA	NA	NA	NA	NA	NA	NA
Q80XI4	4	Pip4k2b	1.0	19.29648422798144	19.055675144751504	19.349459401902724	19.708512747028493	19.697613910294514	19.775625768169853	19.883993067201896	19.662744997821605	19.499961143865782	15.197515463338346	14.970236084630539	NA	NA	NA	NA	NA	NA
Q80XN0	19	Bdh1	1.0	22.224873766339027	21.849471277384495	22.23794644854603	22.784987468649486	22.610882154618203	22.46302681601409	22.380026794627234	22.403778772920543	22.341922678047933	18.110928689126858	17.89899992394032	NA	NA	NA	NA	NA	16.150241794215333
Q80XU3	1	Nucks1	1.0	18.09068525905269	18.192166794255044	18.11104882566237	18.477698389176314	18.393168296051893	18.623053973843714	18.57417551311448	18.39342673755674	18.35738520870902	13.592688548006326	13.671595243731154	NA	NA	NA	NA	NA	NA
Q80Y17	1	Llgl1	0.9801	14.911826924917643	14.905532186044566	14.302657126175246	14.407166505188375	14.382744122514703	14.75726400655831	15.63722379319661	14.880646919583086	15.418305945508795	NA	NA	NA	NA	NA	NA	NA	NA
Q80Y24	1	Prickle2	0.9898	17.324838480880377	17.181652336250956	17.67193905781698	17.91560272076834	17.705410734751872	17.667965816782356	17.514905829753655	17.550181127016913	17.761529490277002	12.673716438754349	12.782231902768029	NA	NA	NA	NA	NA	NA
Q80YN3	19	Bcas1	1.0	22.927440469495654	22.937355133869477	22.910746453655975	23.165764047034617	23.22940275202891	23.372072460154744	23.363778411564912	23.22738421340429	23.29949859744277	18.525497687216582	18.479289184205797	NA	16.16186154596885	NA	NA	NA	NA
Q80Z24	9	Negr1	1.0	22.325706348718242	22.167376190978434	22.424027696622737	22.81711982021353	22.732900913316335	22.74387484386452	22.734035500614198	22.676656852548717	22.570801551809467	18.032650719544733	17.72303020860111	NA	NA	NA	NA	NA	NA
Q80Z38	8	Shank2	1.0	20.52696696612182	20.27241762423959	20.438511720811157	20.80012055226681	20.806945656230138	20.79222679428805	20.836146079864438	20.804742991916857	20.771384823000428	16.61920641048537	16.13327069334141	NA	NA	NA	NA	NA	NA
Q80ZJ1	3	Rap2a	1.0	19.78526405101301	19.44201679713772	19.86641947169966	20.31870001463979	20.222922693502493	20.295841339801463	20.158953401527448	20.018311693528815	20.036752725074393	15.59362463570514	15.684292735422249	NA	NA	NA	NA	NA	NA
Q80ZW2	2	Them6	0.9998	18.236680930867323	18.05679425432728	18.35976522838696	18.773770214153817	18.70019707384321	18.523976899390735	18.422479464666463	18.359929262511525	18.38040999107878	14.302645393618244	14.71587421039906	NA	NA	NA	NA	NA	NA
Q810U3	17	Nfasc	1.0	21.7297567035253	21.418801278862947	21.797126811241892	22.180813298967912	22.12779786434619	22.094205902245967	22.067252944193616	21.883522932370415	21.897690340036373	17.65916157168172	17.432444489653722	NA	NA	NA	NA	NA	NA
Q810U4	12	Nrcam	1.0	20.332632619300767	20.08032702980637	20.327667051310996	20.597244933082845	20.52863185152108	20.63856913550204	20.599161512083672	20.387692464979406	20.607914777403828	16.49756426209164	16.196832318004628	NA	NA	NA	NA	NA	NA
Q811D0	8	Dlg1	1.0	21.219865091448238	21.004691791774185	21.27172861031228	21.477522801925346	21.508233996620344	21.402902412674752	21.462463294436933	21.255865833237507	21.52054435661107	17.0948415782642	17.399604060327974	NA	NA	NA	NA	NA	NA
Q812A2	1	Srgap3	0.9993	18.004038152221653	17.87778890189303	17.69183861151158	18.078012168507534	18.108961730570403	18.050410369756765	18.281152974230537	17.802905625851693	18.055097921082776	NA	NA	NA	NA	NA	NA	NA	NA
Q8BFR5	27	Tufm	1.0	23.094314127003056	22.920491149473452	23.16271411669108	23.573680061687305	23.50902248230277	23.440631249317175	23.41095908789339	23.220497977636818	23.307961588162776	18.76691949764323	18.670992256577936	16.667522565821177	NA	NA	NA	NA	NA
Q8BFZ3	2	Actbl2	0.9723	24.36491225548997	24.238113600438915	24.566630141264607	24.84964400745872	24.705751057437038	24.813798677287224	24.74863490132169	24.631780686899422	24.736746542509007	20.109924737200974	19.829993338887547	NA	NA	NA	NA	NA	NA
Q8BFZ9	2	Erlin2	1.0	19.079373863555723	19.022721101400343	19.15361700472035	19.517832178177603	19.44247637957756	19.510023793288976	19.44106443975373	19.404889606945737	19.44529195397361	15.389912928840957	15.31076278396002	NA	NA	NA	NA	NA	NA
Q8BG05	4	Hnrnpa3	0.9999	20.75304162515475	20.262931352136572	20.627002305607295	20.98031059369902	20.934994736043752	21.09361703886717	20.963482947786495	20.992752727415585	21.159149682786868	16.746576647146444	16.567003353225164	16.32691545865652	NA	NA	NA	NA	NA
Q8BG32	1	Psmd11	0.9986	16.68899500012472	15.616010920260301	16.273517856281718	16.617893540116256	15.959325088040602	17.6207683269907	17.529230886903097	17.514899632817343	17.38277194657695	12.876138429277203	12.645959756842508	NA	NA	NA	NA	NA	NA
Q8BG39	6	Sv2b	1.0	22.906492421097347	22.890859055811138	23.007255446865397	23.376897263799272	23.247746448594086	23.334947708351304	23.22753971463737	23.120620193634174	23.213646570527743	18.21647226847207	18.0242977785148	NA	NA	NA	NA	NA	NA
Q8BG51	4	Rhot1	1.0	19.678738323787375	19.460144440814584	19.785194920477664	20.102187311469084	20.112342954948147	19.763731853676397	19.814491447130578	19.78208869716934	19.74130452018438	15.637161692275573	15.640563472274392	NA	NA	NA	NA	NA	NA
Q8BGA9	2	Oxa1l	0.9996	18.74144547329414	18.826121369205016	18.55928490849731	19.124359421111286	18.9272196338813	19.015358273431612	18.615570853947922	18.709278176215644	19.108883234858236	15.312231070330084	15.55192964111874	NA	NA	NA	NA	NA	NA
Q8BGD9	4	Eif4b	0.9997	19.60870411156629	19.329518150224246	19.637735640409602	19.800709636812254	19.792401375956793	20.110819168672858	20.015565013489795	19.770300012189534	19.979770742467647	15.88591418879088	15.584413452613125	NA	NA	NA	NA	NA	NA
Q8BGH2	4	Samm50	1.0	20.54268392733509	20.338150463549404	20.700919347168906	21.072944977842333	20.91619226129681	20.77516245166884	20.612387184688327	20.715377424353946	20.7690066922849	16.308290777809166	16.193626386000883	NA	NA	NA	NA	NA	NA
Q8BGN3	1	Enpp6	0.9885	18.22982024989409	18.290041931733303	18.36392022359341	18.643862735049506	18.624491926163373	18.677464138949112	18.48341588763512	18.421544948479795	18.692029236786368	14.213454149196867	14.4995667239767	NA	NA	NA	NA	NA	NA
Q8BGQ7	2	Aars1	1.0	17.946918212984194	17.643928705474323	18.11459679173099	18.37355390923666	18.365342264662218	18.368710949468074	18.460819482158964	18.27804193611658	18.214446620261615	14.172216401229738	14.15987853105812	NA	NA	NA	NA	NA	NA
Q8BGT8	2	Phyhipl	1.0	18.543735488647304	18.288001338187442	18.68361669411039	19.038698181156718	18.979608126147987	18.926207557842133	19.045232279762242	18.87230190875757	18.766027361887094	14.8642867379575	14.549084411731435	NA	NA	NA	NA	NA	NA
Q8BGU5	3	Ccny	1.0	19.48206664216369	19.53258696991003	19.532911928923646	19.97154319007277	19.88541388175847	19.696340114367807	19.713072455622626	19.70934388149043	19.794503700390248	15.62926114469923	15.435543771155968	NA	NA	NA	NA	NA	NA
Q8BGX2	3	Timm29	1.0	18.429043793274758	18.268737287264766	18.136889005292296	18.646309307138278	18.63846126376397	18.684575355576737	18.471884248369772	18.43542096186836	18.39025827304626	NA	12.941072037832646	NA	NA	NA	NA	NA	NA
Q8BGZ1	5	Hpcal4	1.0	20.197213780816657	19.764184267795265	20.147438839569592	20.361866248283476	20.421599064339674	20.499744435839325	20.743278390852353	20.631560123412775	20.665727182712367	16.377432801992168	16.32577376161347	NA	NA	NA	NA	NA	NA
Q8BH04	3	Pck2	1.0	17.459460678245502	16.79315729371064	17.914238382477595	18.02771655897794	17.623265898090008	17.616532630708335	17.404532485653014	17.446023319617495	17.528740184345146	14.191327201987818	14.283747108992543	NA	NA	NA	NA	NA	14.026617555821488
Q8BH44	1	Coro2b	0.9805	15.773955679864223	15.456180561916284	15.743439926399333	16.197737934276113	16.05170436190254	15.855609255555274	15.800247005865812	15.472176296566401	15.409960581941808	NA	NA	NA	NA	NA	NA	NA	NA
Q8BH59	30	Slc25a12	1.0	23.46830535745485	23.22023245663396	23.556796413798942	23.959114441890975	23.865563964543735	23.854875602052577	23.717792843927043	23.711396137596637	23.561200197756964	19.096155720584175	19.09391130162805	NA	NA	NA	NA	NA	NA
Q8BH66	3	Atl1	0.9783	18.621405299576704	18.48535969800623	18.374192250094712	18.965906652904383	18.73081991183491	18.89043410074188	18.985148143168548	18.575091072760664	18.91065099543814	14.540140071856694	14.400868766546555	NA	NA	NA	NA	NA	NA
Q8BH95	9	Echs1	1.0	21.766935329429163	21.5642045639143	21.718165676524666	22.26663112677376	22.1060708557823	22.08320138361418	22.004414182143023	21.82606729830938	21.832897494025076	17.376173642852677	16.94295510286068	NA	NA	NA	NA	NA	NA
Q8BHF7	1	Pgs1	0.9933	14.804276612445676	14.078866721457977	15.202846332191122	14.969612492351306	14.65795702125268	14.686420494142887	14.64464379712748	15.131923608863243	14.775455375555259	NA	NA	NA	NA	NA	NA	NA	NA
Q8BHH2	1	Rab9b	0.9999	14.032283586268736	13.19936299593919	14.221752775527053	14.332303450062087	14.250683555550946	13.869774608208314	14.064717637410313	14.032681346563017	14.013666585335015	NA	NA	NA	NA	NA	NA	NA	NA
Q8BHI4	1	Kbtbd3	0.9353	19.359089572316098	18.741426011622064	19.141391899120013	19.46971255162327	19.29447789240194	19.981122051462624	19.68803509824457	19.705249042802038	19.79543011058204	14.436131341559642	NA	NA	NA	NA	NA	NA	NA
Q8BHK1	1	Nipa1	0.9873	14.374251435075019	14.27665135275125	13.977424713428652	14.395800715587518	14.757514964860725	14.44559864251562	14.40489739629722	13.89098213255163	14.636115799714448	NA	NA	NA	NA	NA	NA	NA	NA
Q8BHK2	1	Scn3b	0.9997	17.61823867515167	17.578680101772793	17.49097653958689	17.951011278234716	18.001600176762214	18.13372527331788	18.20352263829979	17.676248924327542	18.18073462591323	12.916463805912423	13.596930437518843	NA	NA	NA	NA	NA	NA
Q8BHL3	9	Tbc1d10b	0.9999	19.899618150408248	19.752417214183268	19.568868850168894	19.99865492415115	19.85610496733769	20.108764549707104	20.05304703371211	19.815291871213425	20.018836423350383	15.24619196871002	15.332641622357182	NA	NA	NA	NA	NA	NA
Q8BHL5	5	Elmo2	0.9999	18.970962545348588	18.58488702031523	19.076369143085085	19.39672236732639	19.32936169066714	19.260892913822392	19.15725651370508	19.118986349756415	19.216015694893215	14.75414359824186	15.068692467393921	NA	NA	NA	12.786110903552892	NA	NA
Q8BHN3	3	Ganab	0.9989	18.907268464154402	18.40335968070496	19.033560896565056	19.447270513791242	19.07604966577894	18.959242540387645	18.904765456173973	18.81940323079943	18.846542531495153	15.222818787534903	14.942901098891598	NA	NA	NA	NA	NA	NA
Q8BI08	1	Mal2	0.995	19.746628215384373	19.633071763519673	19.586980633440117	20.134688578898228	19.836614805448274	19.692326693818618	19.745115309110286	19.646933410348055	19.61407177500208	NA	NA	NA	NA	NA	NA	NA	NA
Q8BIJ6	2	Iars2	0.9957	19.39464552555657	19.426028751903978	19.460778713401908	19.887704240055694	19.81120149736138	19.790407765873248	19.795219463375375	19.62294940862426	19.714498399400327	15.324858235782292	15.271749972968438	NA	NA	NA	NA	NA	NA
Q8BIZ1	8	Anks1b	1.0	21.337745646479203	21.192517548901385	21.468860050526335	21.77221840738735	21.691255143669675	21.801026308702202	21.73592350335438	21.5638519131738	21.77127190531539	16.94280281934864	16.774233388105365	NA	NA	NA	NA	NA	NA
Q8BJA2	1	Slc41a1	0.9711	18.242342015097584	17.512375312943917	18.198240980484506	18.471789042359624	18.30026805298437	18.58387190087454	18.867236433696245	18.588567006350146	18.34620800878576	14.153262796890848	NA	NA	NA	NA	NA	NA	NA
Q8BJH1	4	Zc2hc1a	0.9997	18.770435494526705	18.866125897365034	18.669832797460348	19.24093388031266	19.039109187557496	19.03025660622618	18.82227575315174	18.735013835044033	19.085619553073684	14.828105189978915	14.565271316719146	NA	NA	NA	NA	NA	NA
Q8BJI1	3	Slc6a17	1.0	20.312711416336224	20.404788582235764	20.44494506228134	20.71956187784849	20.750378479229926	20.690614666728123	20.744622111592385	20.538375449597904	20.669226409405262	15.973040485788122	15.566691681064492	NA	NA	NA	NA	NA	NA
Q8BK30	3	Ndufv3	1.0	20.277300326777812	19.96146888050253	19.9122096910212	19.96325607695515	20.11627948295888	21.07473005344525	21.10864801884347	20.785743624187685	20.939706069839207	16.941696447472918	16.348922794659323	NA	NA	NA	NA	NA	NA
Q8BK64	2	Ahsa1	1.0	18.397706370445565	18.17223434883451	18.218871114751618	18.629078944508056	18.52857688231567	18.51552965535793	18.35702604037227	18.150148630765067	18.46964618591032	NA	NA	NA	NA	NA	NA	NA	NA
Q8BKX1	21	Baiap2	1.0	21.257392234687096	20.878904321620382	21.227455612292285	21.605027774864745	21.518981458633515	21.606408222512695	21.60194076097245	21.489422788648177	21.484981526732913	17.2389599280762	16.851619308722295	NA	NA	NA	NA	NA	NA
Q8BKZ9	11	Pdhx	1.0	21.260255289784297	21.167638925844816	21.32075922414249	21.696183735536582	21.56767555301854	21.593981536679937	21.577168658430928	21.384583924102106	21.62523198946431	16.898554914968116	16.64220541478345	NA	NA	NA	NA	NA	NA
Q8BL65	3	Ablim2	0.9991	19.597040958416578	19.408020434016063	19.535125148046657	19.797354474717935	19.74787803443867	19.838838736253933	19.777051917039746	19.795180640600847	19.624739081064288	15.338006747428183	14.044256410330863	NA	NA	NA	NA	NA	NA
Q8BLK3	18	Lsamp	1.0	21.78445530553428	21.724011171424326	21.87136421766757	22.12805019609222	22.08450156361294	22.12819653450699	22.122078442105458	21.94883476429816	21.98275291255262	17.590817014460985	17.38365025086991	NA	NA	NA	NA	NA	NA
Q8BLQ9	6	Cadm2	1.0	22.56084686576183	22.439040921196963	22.65134352747129	22.978056306506502	22.882915643759432	22.974197219879507	22.942136665915648	22.846578935330754	22.89296827361554	18.630750280300937	18.293285968896242	NA	NA	NA	NA	NA	NA
Q8BLR2	1	Cpne4	0.988	17.1092066162895	16.47804071967009	17.00246363293903	17.54460782858172	17.466325187955977	16.930923379392482	16.92401477193149	17.072839328871847	17.185242999406004	NA	NA	NA	NA	NA	NA	NA	NA
Q8BLV3	1	Slc9a7	0.9997	17.22829442715305	17.028422867288114	17.40256226629175	17.735211247340217	17.53882689882522	17.5841073487808	17.64213152486813	17.55297056202518	17.65265027627283	13.081210010844707	13.530710004925709	NA	NA	NA	NA	NA	NA
Q8BMF4	21	Dlat	1.0	23.2402278784522	23.119756499876782	23.32911789817444	23.581555676411792	23.534265878427597	23.58269633663105	23.57258402971686	23.505866059708612	23.539704580291396	18.895502046710362	18.53035356405424	NA	NA	NA	NA	NA	NA
Q8BMK4	1	Ckap4	1.0	16.478107480657485	16.303566108252795	NA	16.284739426113457	16.239177745312638	16.910442813561847	17.089217787188627	15.866691669719215	16.261540782181985	NA	NA	NA	NA	NA	NA	NA	NA
Q8BMS1	20	Hadha	1.0	21.00799951732398	20.75484507770527	21.002262003268733	21.39762085446023	21.329101316988034	21.396640418601255	21.2783806952788	21.21747167016683	21.316698263174946	16.724019256597984	16.464438318571627	NA	NA	NA	NA	NA	NA
Q8BNW9	2	Kbtbd11	0.9681	19.130668722208476	18.873562646309548	19.105961093023385	19.431450624122455	19.511746277576847	19.307754035522507	19.387113618363063	19.32384271626818	19.205701314753814	15.154183502369177	14.20053909861691	NA	NA	NA	NA	NA	NA
Q8BNY6	2	Ncs1	0.9919	19.128308399875035	18.953282319262648	19.11788101751004	19.569074690461793	19.463254402040217	19.596031587686056	19.575452337946995	19.470330494531826	19.487844250155888	14.836077086163861	15.489028423441114	NA	NA	NA	NA	NA	15.034095829679883
Q8BP47	6	NARS1	1.0	19.536156496329617	19.011858569855224	19.390519769387716	19.94603405126558	19.763992561155302	19.751058968738892	19.641520069733076	19.444503158887155	19.576582212863492	15.396660712908059	15.865070582119344	NA	NA	NA	NA	NA	NA
Q8BP67	2	Rpl24	1.0	18.467649271380246	18.43838916708274	18.774965114730893	18.97782744724261	19.02768730719912	19.001885616878063	18.913072691246242	18.94839271623751	18.924340056414547	15.164848782189546	14.390981016983789	NA	11.813420258203031	NA	12.048394143328661	12.34395188981408	NA
Q8BP92	1	Rcn2	1.0	18.2259430950734	17.903413771054332	18.237893326396602	18.467420642532158	18.532602624536793	18.706253802779614	18.821167701784933	18.733106801476048	18.647946524937723	13.929974060169215	14.04864986155519	NA	NA	NA	NA	NA	NA
Q8BPM0	1	Daam1	0.9984	17.72957492328005	17.45078805926677	17.748934649663738	18.009673562423508	17.876463765755087	17.72308370364528	17.718955091043302	17.71941819661227	17.511292367131922	NA	NA	NA	NA	NA	NA	NA	NA
Q8BPN8	3	Dmxl2	0.9996	18.765854169063765	18.330819338515354	19.007793521037065	19.4207079672352	19.214689977088856	19.131283093177938	18.947176669027492	19.140272767989188	19.07388194290171	15.001893291906903	15.047273785453962	NA	NA	NA	NA	NA	NA
Q8BPU7	2	Elmo1	0.9999	16.77032104941434	16.371981118400807	16.37392099953363	17.138081308853646	17.218407768013268	17.08132560776864	16.80353667055076	16.659194260203453	16.832373358679828	13.987225928173999	NA	NA	NA	NA	NA	NA	NA
Q8BQU6	2	Gjc2	1.0	17.265584144601398	17.039994224458255	16.82420654073547	17.175057280355375	17.29083336019849	17.43532127871826	17.515328239958865	16.997323177340544	17.64438574874129	NA	NA	NA	NA	NA	NA	NA	NA
Q8BR63	1	Fam177a1	0.998	18.453268898258337	18.300142528075533	18.625640617373435	18.86769303736682	18.9089150510853	18.84252441610135	18.843354206355208	18.75834031563003	18.848845191517317	14.066374328285367	14.151195928557785	NA	NA	NA	NA	NA	NA
Q8BR92	5	Palm2	1.0	20.25021263424015	20.356056469972327	20.237795806296557	20.525610364368355	20.588141628409886	20.685569581884515	20.6678753396546	20.416072132882828	20.792988656410937	16.615731745314108	16.55754324544426	NA	NA	NA	NA	NA	NA
Q8BRT1	10	Clasp2	0.9999	19.57769908708556	19.437036105893178	19.575678687139344	19.849085066752092	19.87513821175198	19.90443835914455	19.885678181404373	19.702470178831025	19.882552250244245	15.397167625054003	15.393923283162998	NA	NA	NA	NA	NA	NA
Q8BRV5	2	Kiaa1671	0.9905	17.29790687874428	17.020805966480207	17.118846247779885	17.48609621041908	17.43105922013792	17.76877096877649	17.856284269237293	17.41063362780858	17.728806191644708	13.953508759764702	14.190843097147132	NA	NA	NA	NA	NA	NA
Q8BTG7	2	Ndrg4	0.9995	20.279350224052813	19.98745340350773	20.252927133063142	20.537936870294352	20.404177206365503	20.833359868255084	20.899461502202346	20.701916246576946	20.703710555938393	16.13300912826525	16.11442034326748	NA	NA	NA	NA	NA	NA
Q8BU14	1	Sec62	0.9986	18.64462030580159	18.387495059001477	18.670042061112287	19.002243194318034	18.929098769163417	18.93673143569659	18.80771558434666	18.657107099427673	18.95824964162601	14.338354676691369	NA	NA	NA	NA	NA	NA	NA
Q8BUV3	7	Gphn	1.0	20.542389444105517	20.286431259673492	20.51752266857802	20.715023566167105	20.772817147067222	20.783406126597317	20.942411929801352	20.77191456879359	20.658409342194048	16.874187357312472	16.189677488223086	NA	NA	NA	NA	NA	NA
Q8BVE3	17	Atp6v1h	1.0	23.989119464304167	23.745749641728597	24.044316488030187	24.457839437249646	24.36682344177826	24.331452581830902	24.236132949219293	24.07494206101496	24.225654272609656	19.911101545207437	19.448996968277434	NA	NA	NA	NA	NA	NA
Q8BVI4	6	Qdpr	1.0	21.28267406315414	21.158640944929097	21.498071045564195	21.850778855306704	21.747783763134887	21.66343570205834	21.6589472679963	21.511445960169226	21.610984781133737	16.68735369815271	16.58203222556571	NA	NA	NA	NA	NA	NA
Q8BW75	3	Maob	0.9992	19.63743143607201	19.620379602458062	19.782593744178953	20.13290706917036	20.200566004482642	19.92756122111848	19.793122668513185	19.676954698326046	19.757710011293714	14.63299733737393	14.767564808393361	NA	NA	NA	NA	NA	NA
Q8BW86	1	Arhgef33	0.9974	15.163313221892476	15.502406877610518	15.42696427460528	15.555919664124533	15.518124266568403	15.818006994334914	15.765080936887438	15.619496499422404	15.692897524957004	14.400138209112574	14.334743091618876	14.286986282290464	14.079628963833512	14.752621872833041	14.557827014483331	14.269762519139997	15.04145989412258
Q8BW96	2	Camk1d	1.0	18.2609415859468	18.10157479020365	18.039101620876853	18.455512036399817	18.541471572314908	18.662067065983056	18.31868840800848	18.170171862262237	18.31209851526296	NA	13.526195380841909	NA	NA	NA	NA	NA	NA
Q8BWF0	14	Aldh5a1	1.0	21.604364304627545	21.41664095333075	21.707722203496992	22.03847482983224	21.99642246850408	22.005143803576388	22.008800242586894	21.864749758965317	21.875270261744653	17.689149952720864	17.054287468234808	NA	NA	NA	NA	NA	NA
Q8BWT1	8	Acaa2	1.0	19.161175815491788	18.917069382981076	19.237390073325752	19.51645477842382	19.44543471186441	19.545441705841924	19.51228478975493	19.35668282874304	19.362467209384054	15.068998136819282	15.107314247203984	NA	NA	NA	NA	NA	NA
Q8BX10	4	Pgam5	1.0	20.480643871964435	20.226743325187037	20.212996255022293	20.650889696766754	20.500608458522564	20.602480687322256	20.76368594813601	20.665904707438475	20.715696487829497	16.714600775781296	NA	NA	NA	NA	NA	NA	NA
Q8BXR1	1	Slc7a14	0.976	17.51703199171362	17.352346628642408	17.74558804325846	17.944939781979453	17.928978949858333	17.9578643136787	17.908626904886646	17.79726553141831	17.851087396401315	13.525523799921114	13.290329698763857	NA	NA	NA	NA	NA	NA
Q8BXZ1	1	Tmx3	1.0	16.588839549925055	16.34136149836949	16.71736467419117	17.218009832201354	17.278112012545577	16.826358981459336	16.78525198543267	16.867904705648787	16.9132419311224	12.606702889992134	12.314295628211246	NA	NA	NA	NA	NA	NA
Q8BYI9	33	Tnr	1.0	21.24466217405018	20.985311601236322	21.253408117633775	21.688845077926864	21.64421324525875	21.63463651097252	21.571667069427253	21.433798051655458	21.413139136506086	17.20649398286214	16.843663898161793	NA	NA	NA	NA	NA	NA
Q8BYM5	3	Nlgn3	1.0	19.41373833082497	18.890657384456173	19.291584227099644	19.648500638698476	19.541558622706795	19.497465678598186	19.41128562731423	19.312489488842612	19.560931993724612	NA	NA	NA	NA	NA	NA	NA	NA
Q8BZ98	12	Dnm3	1.0	20.591075532423993	20.301431204781988	20.53522771507284	20.953262111668774	20.869037358334673	20.99084247259093	21.00090215289498	20.71176958890279	20.909969173411888	16.333810395394156	16.247271581734694	NA	NA	NA	NA	NA	NA
Q8C052	1	Map1s	0.9937	13.217141120670764	NA	NA	12.39698633450051	NA	13.534626170269567	14.069735656395656	NA	11.827716693432407	NA	NA	NA	NA	NA	NA	NA	NA
Q8C0E2	3	Vps26b	0.9989	19.23099252187413	19.258443038859014	19.072129513478377	19.54929885720376	19.398666074316772	19.510168851797374	19.598924790816117	19.156176439073175	19.293464673550258	17.564521184042736	17.55547590503527	18.914532127556082	18.94582439191311	19.353196473495395	19.273628226992777	19.008883745593106	19.158712162981626
Q8C0L0	1	Tmx4	1.0	16.486838556035902	15.745414566843712	16.560128177819117	17.056441986788467	16.91626002079176	16.767715406838715	16.429400524616206	16.781063833418205	16.57389941818975	12.291800346275423	NA	NA	NA	NA	NA	NA	NA
Q8C0M9	2	Asrgl1	0.9993	19.788866895142753	19.63024749380014	20.06436764067999	20.230603344537194	20.160032116713595	20.254904654660635	20.130808865291684	20.11316816134468	20.075323664830638	15.97351980640573	15.239090687601216	NA	NA	NA	NA	NA	NA
Q8C0T5	3	Sipa1l1	1.0	16.955261324960297	16.912291020734944	16.666738302136118	16.852738180470197	16.936982496899205	17.283127337486444	17.391728053029706	16.846490802637547	17.474091034525813	NA	13.407210067043776	NA	NA	NA	NA	NA	NA
Q8C163	2	Exog	0.9997	18.793714630504784	18.528862515846342	18.713195469165306	19.135976019817917	19.17009489108893	18.957447375946504	19.056713303643185	18.778273750618595	19.073068226701253	14.771586998634865	14.306368903496901	NA	NA	NA	NA	NA	NA
Q8C166	1	Cpne1	0.9998	15.915788403910497	15.095074126750431	NA	16.52645642834968	15.373402015175822	15.9999169719612	16.19522230341256	15.863365133278567	15.889814172874589	NA	NA	NA	NA	NA	NA	NA	NA
Q8C181	1	Mbnl2	0.9954	16.09302895726365	15.760200298184515	16.125248015030884	16.403564907544865	16.28726125288317	16.349721351937916	16.404407289078424	16.24901330287598	16.36797663363866	11.427134437575454	NA	NA	NA	NA	NA	NA	NA
Q8C1B7	22	Septin11	1.0	22.709743878848244	22.603553696996237	22.725282313657807	23.105990550901485	23.0743369589701	23.144533438471235	22.975087982958698	22.820640541359104	22.974124025064366	18.307330542836716	18.237934504259243	NA	NA	NA	NA	NA	NA
Q8C3Q5	4	Shisa7	0.9987	20.359966690557382	20.475932584542683	20.44448700914858	20.725259701033263	20.7618272281488	20.71608920476954	20.734516211878162	20.650416561495877	20.797978658009274	15.778753202693718	15.560428686659133	NA	NA	NA	NA	NA	NA
Q8C3W1	2		1.0	18.12026832051502	17.543159193697743	17.946690288829377	18.260682015708195	18.428262277777662	18.351522184775526	18.357030840206043	18.258803104487104	18.257276096157703	13.309497103989168	NA	NA	NA	NA	NA	NA	NA
Q8C419	9	Gpr158	1.0	20.805730806881517	20.396682820784786	20.52966827104199	20.92799928504937	20.98178217925635	21.045821417682784	20.958333584590054	20.941454786987865	21.063710109245182	16.826203561414054	16.257290436568987	NA	NA	NA	NA	NA	NA
Q8C437	4	Pex5l	0.9995	20.168932706029373	20.233531632835	20.240678647443026	20.56196263590599	20.562638495184867	20.47305835184904	20.380088430150323	20.09030316059765	20.467987392621815	15.578745943277719	15.395988245906103	NA	NA	NA	NA	NA	NA
Q8C522	3	Endod1	1.0	22.75336030814558	22.77620997236332	22.816713736378933	23.209207410962637	23.17134978790188	23.194020203058137	23.1387420078099	23.04581223373291	23.080384350582623	18.525729221299226	18.373590822818148	NA	NA	NA	NA	NA	NA
Q8C5U9	2	Ubqln3	0.9798	20.47147843555575	20.47736462536863	20.806775665591545	21.111114191987802	20.99742355092309	20.755570973584256	20.417756587218005	20.748222851432512	20.810432367665086	15.934352331622346	15.545472126554763	NA	NA	NA	NA	NA	NA
Q8C7M3	1	Trim9	0.9964	17.722874722432785	17.61347546242192	17.483357156623246	17.972071165973162	17.987553788130327	17.984599349205258	18.05452680794437	17.740967000180984	18.11239221844508	13.568158483760127	NA	NA	NA	NA	NA	NA	NA
Q8C854	1	Myef2	0.9941	15.754709297169606	15.285180854857607	15.590908173012146	15.836554471534685	15.42003569965366	16.24278834906486	16.1739548412934	15.177954633790593	15.922735826404482	NA	NA	NA	NA	NA	NA	NA	NA
Q8C8N2	1	Scai	1.0	16.431504281847435	16.048236696845645	16.578534784116275	17.147506552036514	17.14335867246226	16.734807370532632	16.635200599430117	16.6375287496097	16.702104028550927	12.506831858097987	11.56184968062224	NA	NA	NA	NA	NA	NA
Q8C8R3	65	Ank2	1.0	21.666083501867107	21.49103176219994	21.740694687011406	22.07762272254154	22.029204205088988	22.029715079085115	21.96721981997075	21.824807147862277	21.969493903376428	17.47551025288893	17.46344302018414	NA	NA	16.773896228217936	NA	NA	NA
Q8CA95	3	Pde10a	0.9993	20.262215392665272	20.08160287531963	19.958510501401253	20.54530636569072	20.326753839709305	20.795536153571682	20.635369826774067	19.962962680606065	20.66024856899103	16.156281021340362	15.552095444038175	NA	NA	NA	NA	NA	NA
